paper_id	name	clean_name	speakers/authors	author_list	num_authors	type	title_length_chars	title_length_words	abstract_length_chars	abstract_length_words	abstract_readability	total_text_length	total_word_count	paper_keywords	topic_cluster	cluster_theme	cluster_similarity	cluster_uniqueness	avg_similarity_to_others	novelty_score	impact_score	combined_score
3846	POCO: Scalable Neural Forecasting through Population Conditioning	POCO: Scalable Neural Forecasting through Population Conditioning	Yu Duan, Hamza Chaudhry, Misha B Ahrens, Christopher Harvey, Matthew Perich, Karl Deisseroth, Kanaka Rajan	['Yu Duan', 'Hamza Chaudhry', 'Misha B Ahrens', 'Christopher Harvey', 'Matthew Perich', 'Karl Deisseroth', 'Kanaka Rajan']	7	Poster	65	7	1484	178	0.0	1549	185	neural; brain; models; model; pre	10	Deep Learning Architecture	0.678	0.5854	0.3149	8.788092851638794	2.5	11.288092851638794
851	CodeMerge: Codebook-Guided Model Merging for Robust Test-Time Adaptation in Autonomous Driving	CodeMerge: Codebook-Guided Model Merging for Robust Test-Time Adaptation in Autonomous Driving	Huitong Yang, Zhuoxiao Chen, Fengyi Zhang, Zi Huang, Yadan Luo	['Huitong Yang', 'Zhuoxiao Chen', 'Fengyi Zhang', 'Zi Huang', 'Yadan Luo']	5	Poster	94	11	1451	188	0.0	1545	199	model; tasks; based; models; linear	1	Computer Vision	0.6799	0.5388	0.336	6.780340909957886	4.5	11.280340909957886
3371	Neural Attention Search	Neural Attention Search	Difan Deng, Marius Lindauer	['Difan Deng', 'Marius Lindauer']	2	Poster	23	3	988	150	10.25	1011	153	token; end; inference; models; training	13	Deep Learning Architecture	0.819	0.4506	0.3702	11.223809719085693	0.0	11.223809719085693
477	A Unifying Account of In-Context Learning as a Bayesian Loss-Complexity Tradeoff	A Unifying Account of In-Context Learning as a Bayesian Loss-Complexity Tradeoff	Daniel Wurgaft, Ekdeep S Lubana, Core Francisco Park, Hidenori Tanaka, Gautam Reddy, Noah Goodman	['Daniel Wurgaft', 'Ekdeep S Lubana', 'Core Francisco Park', 'Hidenori Tanaka', 'Gautam Reddy', 'Noah Goodman']	6	Poster	80	11	1404	193	0.0	1484	204	transformer; task; framework; novel; space	14	Optimization & Training	0.7073	0.525	0.3833	8.670831203460693	2.5	11.170831203460693
3779	PermLLM: Learnable Channel Permutation for N:M Sparse Large Language Models	PermLLM: Learnable Channel Permutation for N:M Sparse Large Language Models	Lancheng Zou, Shuo Yin, Zehua Pei, Tsung-Yi Ho, Farzan Farnia, Bei Yu	['Lancheng Zou', 'Shuo Yin', 'Zehua Pei', 'Tsung-Yi Ho', 'Farzan Farnia', 'Bei Yu']	6	Poster	75	10	1175	148	0.0	1250	158	models; methods; performance; existing; effectively	13	Deep Learning Architecture	0.5826	0.6099	0.2596	11.169757843017578	0.0	11.169757843017578
1150	Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?	Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?	Hyeong Kyu Choi, Jerry Zhu, Sharon Li	['Hyeong Kyu Choi', 'Jerry Zhu', 'Sharon Li']	3	Poster	83	12	1145	158	0.0	1228	170	performance; code; multi; models; reasoning	3	Reinforcement Learning	0.6589	0.5395	0.2937	7.3642754554748535	3.8	11.164275455474854
5678	Vision-Language-Action Model with Open-World Reasoning	Vision-Language-Action Model with Open-World Reasoning	Zhongyi Zhou, Yichen Zhu, Xiaoyu Liu, Zhibin Tang, Junjie Wen, Yaxin Peng, Chaomin Shen, Yi Xu	['Zhongyi Zhou', 'Yichen Zhu', 'Xiaoyu Liu', 'Zhibin Tang', 'Junjie Wen', 'Yaxin Peng', 'Chaomin Shen', 'Yi Xu']	8	Poster	54	5	1790	238	0.0	1844	243	reasoning; models; s; trained; model	5	Computer Vision	0.7145	0.4932	0.3579	8.642181396484375	2.5	11.142181396484375
2194	Gradient-Variation Online Adaptivity for Accelerated Optimization with Hölder Smoothness	Gradient-Variation Online Adaptivity for Accelerated Optimization with Hölder Smoothness	Yuheng Zhao, Yu-Hu Yan, Kfir Y. Levy, Peng Zhao	['Yuheng Zhao', 'Yu-Hu Yan', 'Kfir Y. Levy', 'Peng Zhao']	4	Poster	88	9	1529	205	0.0	1617	214	online; optimization; learning; results; problem	12	Optimization & Training	0.7165	0.5685	0.2827	11.134054899215698	0.0	11.134054899215698
996	Contrastive Consolidation of Top-Down Modulations Achieves Sparsely Supervised Continual Learning	Contrastive Consolidation of Top-Down Modulations Achieves Sparsely Supervised Continual Learning	Viet Anh Khoa Tran, Emre Neftci, Willem Wybo	['Viet Anh Khoa Tran', 'Emre Neftci', 'Willem Wybo']	3	Poster	97	10	1578	206	0.0	1675	216	learning; using; approaches; data; state	10	Deep Learning Architecture	0.7213	0.5588	0.3439	8.614811897277832	2.5	11.114811897277832
5706	VL-SAE: Interpreting and Enhancing Vision-Language Alignment with a Unified Concept Set	VL-SAE: Interpreting and Enhancing Vision-Language Alignment with a Unified Concept Set	Shufan Shen, Junshu Sun, Qingming Huang, Shuhui Wang	['Shufan Shen', 'Junshu Sun', 'Qingming Huang', 'Shuhui Wang']	4	Poster	87	11	1763	224	0.0	1850	235	representations; vision; alignment; concept; language	5	Computer Vision	0.7222	0.4877	0.3569	11.111124992370605	0.0	11.111124992370605
2583	IRRISIGHT: A Large-Scale Multimodal Dataset and Scalable Pipeline to Address Irrigation and Water Management in Agriculture	IRRISIGHT: A Large-Scale Multimodal Dataset and Scalable Pipeline to Address Irrigation and Water Management in Agriculture	Nibir Mandal, Oishee Hoque, Mandy Wilson, Samarth Swarup, Sayjro Nouwakpo, Abhijin Adiga, Madhav Marathe	['Nibir Mandal', 'Oishee Hoque', 'Mandy Wilson', 'Samarth Swarup', 'Sayjro Nouwakpo', 'Abhijin Adiga', 'Madhav Marathe']	7	Poster	123	16	1421	170	0.0	1544	186	datasets; language; data; large; point	5	Computer Vision	0.73	0.4822	0.3663	11.080156803131104	0.0	11.080156803131104
514	Backdoor Cleaning without External Guidance in MLLM Fine-tuning	Backdoor Cleaning without External Guidance in MLLM Fine-tuning	Xuankun Rong, Wenke Huang, Jian Liang, Jinhe Bi, Xun Xiao, Yiming Li, Bo Du, Mang Ye	['Xuankun Rong', 'Wenke Huang', 'Jian Liang', 'Jinhe Bi', 'Xun Xiao', 'Yiming Li', 'Bo Du', 'Mang Ye']	8	Poster	63	8	1372	173	0.0	1435	181	attention; fine; datasets; models; model	11	Optimization & Training	0.73	0.5185	0.3104	8.58002758026123	2.5	11.08002758026123
1915	Flatten Graphs as Sequences: Transformers are Scalable Graph Generators	Flatten Graphs as Sequences: Transformers are Scalable Graph Generators	Dexiong Chen, Markus Krimmel, Karsten Borgwardt	['Dexiong Chen', 'Markus Krimmel', 'Karsten Borgwardt']	3	Poster	71	9	1092	146	0.0	1163	155	diffusion; language; models; scale; approaches	6	Graph Learning	0.7313	0.5217	0.3279	8.574654579162598	2.5	11.074654579162598
3071	MetaCLIP 2: A Worldwide Scaling Recipe	MetaCLIP 2: A Worldwide Scaling Recipe	Yung-Sung Chuang, Yang Li, Dong Wang, Ching-Feng Yeh, Kehan Lyu, Ramya Raghavendra, Jim Glass, LIFEI HUANG, Jason Weston, Luke Zettlemoyer, Xinlei Chen, Zhuang Liu, Saining Xie, Scott Yih, Shang-Wen Li, Hu Xu	['Yung-Sung Chuang', 'Yang Li', 'Dong Wang', 'Ching-Feng Yeh', 'Kehan Lyu', 'Ramya Raghavendra', 'Jim Glass', 'LIFEI HUANG', 'Jason Weston', 'Luke Zettlemoyer', 'Xinlei Chen', 'Zhuang Liu', 'Saining Xie', 'Scott Yih', 'Shang-Wen Li', 'Hu Xu']	16	Poster	38	6	1417	193	7.42	1455	199	image; data; text; language; training	5	Computer Vision	0.7322	0.4806	0.3649	8.571101427078247	2.5	11.071101427078247
3078	Meta-Learning an In-Context Transformer Model of Human Higher Visual Cortex	Meta-Learning an In-Context Transformer Model of Human Higher Visual Cortex	Muquan Yu, Mu Nan, Hossein Adeli, Jacob Prince, John Pyles, Leila Wehbe, Maggie Henderson, Michael Tarr, Andrew Luo	['Muquan Yu', 'Mu Nan', 'Hossein Adeli', 'Jacob Prince', 'John Pyles', 'Leila Wehbe', 'Maggie Henderson', 'Michael Tarr', 'Andrew Luo']	9	Poster	75	10	1705	221	0.0	1780	231	visual; learning; image; model; data	10	Deep Learning Architecture	0.7326	0.5518	0.3706	11.06960153579712	0.0	11.06960153579712
1564	EgoDTM: Towards 3D-Aware Egocentric Video-Language Pretraining	EgoDTM: Towards 3D-Aware Egocentric Video-Language Pretraining	Boshen Xu, Yuting Mei, liu xinbi, Sipeng Zheng, Qin Jin	['Boshen Xu', 'Yuting Mei', 'liu xinbi', 'Sipeng Zheng', 'Qin Jin']	5	Poster	62	6	1013	130	0.0	1075	136	video; aware; text; pretraining; visual	5	Computer Vision	0.7344	0.479	0.3434	8.56233549118042	2.5	11.06233549118042
400	A Scalable, Causal, and Energy Efficient Framework for Neural Decoding with Spiking Neural Networks	A Scalable, Causal, and Energy Efficient Framework for Neural Decoding with Spiking Neural Networks	Georgios Mentzelopoulos, Ioannis Asmanis, Konrad Kording, Eva Dyer, Kostas Daniilidis, Flavia Vitale	['Georgios Mentzelopoulos', 'Ioannis Asmanis', 'Konrad Kording', 'Eva Dyer', 'Kostas Daniilidis', 'Flavia Vitale']	6	Poster	99	14	1922	261	0.0	2021	275	neural; energy; models; real; based	10	Deep Learning Architecture	0.6168	0.623	0.3053	11.032739639282227	0.0	11.032739639282227
3129	Miss-ReID: Delivering Robust Multi-Modality Object Re-Identification Despite Missing Modalities	Miss-ReID: Delivering Robust Multi-Modality Object Re-Identification Despite Missing Modalities	Xi ruida	['Xi ruida']	1	Poster	95	9	2066	242	0.0	2161	251	modality; visual; missing; multi; modalities	5	Computer Vision	0.7493	0.4685	0.3707	4.002958297729492	7.0	11.002958297729492
2926	Logical Expressiveness of Graph Neural Networks with Hierarchical Node Individualization	Logical Expressiveness of Graph Neural Networks with Hierarchical Node Individualization	Arie Soeteman, Balder ten Cate	['Arie Soeteman', 'Balder ten Cate']	2	Poster	88	10	935	121	0.0	1023	131	gnns; graph; local; using; propose	6	Graph Learning	0.6246	0.5921	0.2168	11.001758098602295	0.0	11.001758098602295
4779	Spatial-MLLM: Boosting MLLM Capabilities in Visual-based Spatial Intelligence	Spatial-MLLM: Boosting MLLM Capabilities in Visual-based Spatial Intelligence	Diankun Wu, Fangfu Liu, Yi-Hsin Hung, Yueqi Duan	['Diankun Wu', 'Fangfu Liu', 'Yi-Hsin Hung', 'Yueqi Duan']	4	Poster	77	8	1628	224	0.0	1705	232	spatial; visual; model; based; tasks	5	Computer Vision	0.7496	0.4682	0.3511	8.501723766326904	2.5	11.001723766326904
1520	Efficient Conformation Sampling with Transferable Normalizing Flows	Efficient Conformation Sampling with Transferable Normalizing Flows	Charlie Tan, Majdi Hassan, Leon Klein, Saifuddin Syed, Dominique Beaini, Michael Bronstein, Alexander Tong, Kirill Neklyudov	['Charlie Tan', 'Majdi Hassan', 'Leon Klein', 'Saifuddin Syed', 'Dominique Beaini', 'Michael Bronstein', 'Alexander Tong', 'Kirill Neklyudov']	8	Poster	67	7	1582	211	0.0	1649	218	methods; systems; trained; learning; parameter	0	Generative Models	0.755	0.5394	0.331	6.979982614517212	4.0	10.979982614517212
2722	Learn and Ensemble Bridge Adapters for Multi-domain Task Incremental Learning	Learn and Ensemble Bridge Adapters for Multi-domain Task Incremental Learning	Ziqi Gu, Chunyan Xu, Wenxuan Fang, Yide Qiu, Xin Liu, Zhen Cui	['Ziqi Gu', 'Chunyan Xu', 'Wenxuan Fang', 'Yide Qiu', 'Xin Liu', 'Zhen Cui']	6	Poster	77	10	1178	139	0.0	1255	149	domain; learning; task; generalization; propose	10	Deep Learning Architecture	0.6314	0.614	0.3474	3.4743294715881348	7.5	10.974329471588135
4226	Repurposing AlphaFold3-like Protein Folding Models for Antibody Sequence and Structure Co-design	Repurposing AlphaFold3-like Protein Folding Models for Antibody Sequence and Structure Co-design	Nianzu Yang, Jian Ma, Songlin Jiang, Huaijin Wu, Shuangjia Zheng, Wengong Jin, Junchi Yan	['Nianzu Yang', 'Jian Ma', 'Songlin Jiang', 'Huaijin Wu', 'Shuangjia Zheng', 'Wengong Jin', 'Junchi Yan']	7	Poster	96	11	1149	154	0.0	1245	165	diffusion; structure; design; sequence; models	0	Generative Models	0.5081	0.6909	0.1729	1.9677801132202148	9.0	10.967780113220215
5374	Transformers Learn Faster with Semantic Focus	Transformers Learn Faster with Semantic Focus	Parikshit Ram, Kenneth Clarkson, Tim Klinger, Shashanka Ubaru, Alexander Gray	['Parikshit Ram', 'Kenneth Clarkson', 'Tim Klinger', 'Shashanka Ubaru', 'Alexander Gray']	5	Poster	45	6	1511	209	0.0	1556	215	attention; sparse; s; models; tokens	13	Deep Learning Architecture	0.7611	0.4896	0.3782	10.955573320388794	0.0	10.955573320388794
2494	In-context Learning of Linear Dynamical Systems with Transformers: Approximation Bounds and Depth-separation	In-context Learning of Linear Dynamical Systems with Transformers: Approximation Bounds and Depth-separation	Frank Cole, Yulong Lu, Yuxuan Zhao, Tianhao Zhang	['Frank Cole', 'Yulong Lu', 'Yuxuan Zhao', 'Tianhao Zhang']	4	Poster	108	12	922	124	0.0	1030	136	learning; systems; single; tasks; data	12	Optimization & Training	0.5115	0.6927	0.2295	10.954055786132812	0.0	10.954055786132812
3474	Object Concepts Emerge from Motion	Object Concepts Emerge from Motion	Haoqian Liang, Xiaohui Wang, Zhichao Li, Ya Yang, Naiyan Wang	['Haoqian Liang', 'Xiaohui Wang', 'Zhichao Li', 'Ya Yang', 'Naiyan Wang']	5	Poster	34	5	1445	191	0.0	1479	196	object; level; models; learning; key	1	Computer Vision	0.762	0.4828	0.347	8.451852560043335	2.5	10.951852560043335
5480	Understanding and Improving Adversarial Robustness of Neural Probabilistic Circuits	Understanding and Improving Adversarial Robustness of Neural Probabilistic Circuits	Weixin Chen, Han Zhao	['Weixin Chen', 'Han Zhao']	2	Poster	83	9	1429	188	0.0	1512	197	adversarial; robustness; high; model; tasks	11	Optimization & Training	0.642	0.577	0.3291	10.931859731674194	0.0	10.931859731674194
3297	Multimodal LiDAR-Camera Novel View Synthesis with Unified  Pose-free  Neural  Fields	Multimodal LiDAR-Camera Novel View Synthesis with Unified Pose-free Neural Fields	Weiyi Xue, Fan Lu, Yunwei Zhu, Zehan Zheng, Haiyun Wei, Sanqing Qu, Jiangtong Li, Ya Wu, Guang Chen	['Weiyi Xue', 'Fan Lu', 'Yunwei Zhu', 'Zehan Zheng', 'Haiyun Wei', 'Sanqing Qu', 'Jiangtong Li', 'Ya Wu', 'Guang Chen']	9	Poster	81	10	1798	237	0.0	1879	247	pose; image; framework; propose; local	1	Computer Vision	0.7704	0.4771	0.2977	8.418335437774658	2.5	10.918335437774658
1281	Diffusion-Based Hierarchical Graph Neural Networks for Simulating Nonlinear Solid Mechanics	Diffusion-Based Hierarchical Graph Neural Networks for Simulating Nonlinear Solid Mechanics	Tobias Würth, Niklas Freymuth, Gerhard Neumann, Luise Kärger	['Tobias Würth', 'Niklas Freymuth', 'Gerhard Neumann', 'Luise Kärger']	4	Poster	91	10	1503	194	0.0	1594	204	inference; global; local; time; based	0	Generative Models	0.6486	0.6047	0.2987	10.905609369277954	0.0	10.905609369277954
3691	OSKAR: Omnimodal Self-supervised Knowledge Abstraction and Representation	OSKAR: Omnimodal Self-supervised Knowledge Abstraction and Representation	Mohamed Abdelfattah, Kaouther Messaoud, Alexandre Alahi	['Mohamed Abdelfattah', 'Kaouther Messaoud', 'Alexandre Alahi']	3	Poster	73	7	1280	165	0.0	1353	172	model; design; propose; token; e	5	Computer Vision	0.7743	0.4506	0.4015	8.402805089950562	2.5	10.902805089950562
675	Breaking the Compression Ceiling: Data-Free Pipeline for Ultra-Efficient Delta Compression	Breaking the Compression Ceiling: Data-Free Pipeline for Ultra-Efficient Delta Compression	Xiaohui Wang, Peng Ye, Chenyu Huang, Shenghe Zheng, Bo Zhang, LEI BAI, Wanli Ouyang, Tao Chen	['Xiaohui Wang', 'Peng Ye', 'Chenyu Huang', 'Shenghe Zheng', 'Bo Zhang', 'LEI BAI', 'Wanli Ouyang', 'Tao Chen']	8	Poster	90	10	1664	210	0.0	1754	220	compression; fine; high; models; model	13	Deep Learning Architecture	0.6501	0.5644	0.2821	5.899615049362183	5.0	10.899615049362183
1029	CoreGuard: Safeguarding Foundational Capabilities of LLMs Against Model Stealing in Edge Deployment	CoreGuard: Safeguarding Foundational Capabilities of LLMs Against Model Stealing in Edge Deployment	Qinfeng Li, Tianyue Luo, Xuhong Zhang, Yangfan Xie, Zhiqiang Shen, Lijun Zhang, Yier Jin, Hao Peng, Xinkui Zhao, XianWei Zhu, Jianwei Yin	['Qinfeng Li', 'Tianyue Luo', 'Xuhong Zhang', 'Yangfan Xie', 'Zhiqiang Shen', 'Lijun Zhang', 'Yier Jin', 'Hao Peng', 'Xinkui Zhao', 'XianWei Zhu', 'Jianwei Yin']	11	Poster	99	12	1100	135	0.0	1199	147	communication; efficient; computational; model; fine	11	Optimization & Training	0.6558	0.5678	0.1942	4.376693964004517	6.5	10.876693964004517
3168	MLLMs Need 3D-Aware Representation Supervision for Scene Understanding	MLLMs Need 3D-Aware Representation Supervision for Scene Understanding	Xiaohu Huang, Jingjing Wu, Qunyi Xie, Kai Han	['Xiaohu Huang', 'Jingjing Wu', 'Qunyi Xie', 'Kai Han']	4	Poster	70	8	984	129	0.0	1054	137	visual; understanding; models; performance; knowledge	5	Computer Vision	0.782	0.4452	0.3664	8.372051000595093	2.5	10.872051000595093
5022	Tapered Off-Policy REINFORCE - Stable and efficient reinforcement learning for large language models	Tapered Off-Policy REINFORCE - Stable and efficient reinforcement learning for large language models	Nicolas Le Roux, Marc Bellemare, Jonathan Lebensold, Arnaud Bergeron, Joshua Greaves, Alexandre Fréchette, Carolyne Pelletier, Eric Thibodeau-Laufer, Sándor Tóth, Sam Work	['Nicolas Le Roux', 'Marc Bellemare', 'Jonathan Lebensold', 'Arnaud Bergeron', 'Joshua Greaves', 'Alexandre Fréchette', 'Carolyne Pelletier', 'Eric Thibodeau-Laufer', 'Sándor Tóth', 'Sam Work']	10	Poster	100	13	1458	211	0.0	1558	224	training; performance; learning; dataset; language	3	Reinforcement Learning	0.7825	0.4528	0.3998	8.370104551315308	2.5	10.870104551315308
1637	Enhancing Privacy in Multimodal Federated Learning with Information Theory	Enhancing Privacy in Multimodal Federated Learning with Information Theory	Tianzhe Xiao, Yichen Li, Yining Qi, YI LIU, wangshi.ww, Haozhao Wang, Yi Wang, Ruixuan Li	['Tianzhe Xiao', 'Yichen Li', 'Yining Qi', 'YI LIU', 'wangshi.ww', 'Haozhao Wang', 'Yi Wang', 'Ruixuan Li']	8	Poster	74	9	1149	154	0.0	1223	163	learning; based; propose; experiments; data	11	Optimization & Training	0.5371	0.6467	0.1873	10.851683616638184	0.0	10.851683616638184
4550	SEEA-R1: Tree-Structured Reinforcement Fine-Tuning for Self-Evolving Embodied Agents	SEEA-R1: Tree-Structured Reinforcement Fine-Tuning for Self-Evolving Embodied Agents	Wanxin Tian, Shijie Zhang, Yulin Luo, Xiaowei Chi, Junyu Lu, Chun-Kai Fan, Kevin Zhang, d, Ning Liu, Qiang Zhou, Siyu Lin, Zhiyuan Qin, Xiaozhu Ju, Shanghang Zhang, Jian Tang	['Wanxin Tian', 'Shijie Zhang', 'Yulin Luo', 'Xiaowei Chi', 'Junyu Lu', 'Chun-Kai Fan', 'Kevin Zhang', 'd', 'Ning Liu', 'Qiang Zhou', 'Siyu Lin', 'Zhiyuan Qin', 'Xiaozhu Ju', 'Shanghang Zhang', 'Jian Tang']	15	Poster	84	8	1851	232	0.0	1935	240	reward; self; r1; multi; reasoning	7	Reinforcement Learning	0.7883	0.4633	0.3728	6.846872806549072	4.0	10.846872806549072
3204	Model Inversion with Layer-Specific Modeling and Alignment for Data-Free Continual Learning	Model Inversion with Layer-Specific Modeling and Alignment for Data-Free Continual Learning	Ruilin Tong, Haodong Lu, Yuhang Liu, Dong Gong	['Ruilin Tong', 'Haodong Lu', 'Yuhang Liu', 'Dong Gong']	4	Poster	91	11	2038	274	0.0	2129	285	inversion; model; feature; data; models	4	Generative Models	0.6691	0.5462	0.3594	8.323793411254883	2.5	10.823793411254883
781	CellVerse: Do Large Language Models Really Understand Cell Biology?	CellVerse: Do Large Language Models Really Understand Cell Biology?	Fan Zhang, Tianyu Liu, Zhihong Zhu, Hao Wu, Haixin Wang, Donghao Zhou, Yefeng Zheng, Kun Wang, Xian Wu, Pheng-Ann Heng	['Fan Zhang', 'Tianyu Liu', 'Zhihong Zhu', 'Hao Wu', 'Haixin Wang', 'Donghao Zhou', 'Yefeng Zheng', 'Kun Wang', 'Xian Wu', 'Pheng-Ann Heng']	10	Poster	67	9	1772	225	0.0	1839	234	cell; llms; single; level; performance	14	Optimization & Training	0.6731	0.5481	0.3151	8.807504653930664	2.0	10.807504653930664
3770	Perceive Anything: Recognize, Explain, Caption, and Segment Anything in Images and Videos	Perceive Anything: Recognize, Explain, Caption, and Segment Anything in Images and Videos	Weifeng Lin, Xinyu Wei, Ruichuan An, Tianhe Ren, Tingwei Chen, Renrui Zhang, Ziyu Guo, Wentao Zhang, Lei Zhang, Hongsheng Li	['Weifeng Lin', 'Xinyu Wei', 'Ruichuan An', 'Tianhe Ren', 'Tingwei Chen', 'Renrui Zhang', 'Ziyu Guo', 'Wentao Zhang', 'Lei Zhang', 'Hongsheng Li']	10	Poster	89	12	1545	210	0.0	1634	222	data; model; significant; llms; language	5	Computer Vision	0.8014	0.4314	0.3718	8.294553756713867	2.5	10.794553756713867
4411	S$^2$NN: Sub-bit Spiking Neural Networks	SNN: Sub-bit Spiking Neural Networks	Wenjie Wei, Malu Zhang, Jieyuan Zhang, Ammar Belatreche, Shuai Wang, Yimeng Shan, Hanwen Liu, Honglin Cao, Guoqing Wang, Yang Yang, Haizhou Li	['Wenjie Wei', 'Malu Zhang', 'Jieyuan Zhang', 'Ammar Belatreche', 'Shuai Wang', 'Yimeng Shan', 'Hanwen Liu', 'Honglin Cao', 'Guoqing Wang', 'Yang Yang', 'Haizhou Li']	11	Poster	36	5	1125	155	0.0	1161	160	propose; networks; vision; neural networks; efficient	13	Deep Learning Architecture	0.6776	0.5459	0.3341	8.789744853973389	2.0	10.789744853973389
3146	Mix Data or Merge Models? Balancing the Helpfulness, Honesty, and Harmlessness of Large Language Model via Model Merging	Mix Data or Merge Models? Balancing the Helpfulness, Honesty, and Harmlessness of Large Language Model via Model Merging	Jinluan Yang, Dingnan Jin, Anke Tang, Li Shen, Didi Zhu, Zhengyu Chen, Ziyu Zhao, Daixin Wang, Qing Cui, Zhiqiang Zhang, Jun Zhou, Fei Wu, Kun Kuang	['Jinluan Yang', 'Dingnan Jin', 'Anke Tang', 'Li Shen', 'Didi Zhu', 'Zhengyu Chen', 'Ziyu Zhao', 'Daixin Wang', 'Qing Cui', 'Zhiqiang Zhang', 'Jun Zhou', 'Fei Wu', 'Kun Kuang']	13	Poster	120	18	1373	180	0.0	1493	198	optimization; data; methods; model; llms	14	Optimization & Training	0.7034	0.5277	0.3259	7.1865410804748535	3.6	10.786541080474853
4208	RepGuard: Adaptive Feature Decoupling for Robust Backdoor Defense in Large Language Models	RepGuard: Adaptive Feature Decoupling for Robust Backdoor Defense in Large Language Models	Chenxu Niu, Jie Zhang, Yanbing Liu, Yunpeng Li, Jinta Weng, Yue Hu	['Chenxu Niu', 'Jie Zhang', 'Yanbing Liu', 'Yunpeng Li', 'Jinta Weng', 'Yue Hu']	6	Poster	90	12	1500	191	0.0	1590	203	llms; task; address; data; consistency	11	Optimization & Training	0.8037	0.4695	0.3194	10.785373210906982	0.0	10.785373210906982
195	Adversarial Training for Generalized and Invariant Single-Neuron In-Vivo Activity Representation	Adversarial Training for Generalized and Invariant Single-Neuron In-Vivo Activity Representation	Wei Wu, Yuxing Lu, Zhengrui Guo, Chi Zhang, Can Liao, Yifan Bu, Fangxu Zhou, Jinzhuo Wang	['Wei Wu', 'Yuxing Lu', 'Zhengrui Guo', 'Chi Zhang', 'Can Liao', 'Yifan Bu', 'Fangxu Zhou', 'Jinzhuo Wang']	8	Poster	96	10	2175	283	0.0	2271	293	single; representation; models; model; based	10	Deep Learning Architecture	0.682	0.5829	0.3355	10.771896362304688	0.0	10.771896362304688
5683	ViSpec: Accelerating Vision-Language Models with Vision-Aware Speculative Decoding	ViSpec: Accelerating Vision-Language Models with Vision-Aware Speculative Decoding	Jialiang Kang, Han Shu, Wenshuo Li, Yingjie Zhai, Xinghao Chen	['Jialiang Kang', 'Han Shu', 'Wenshuo Li', 'Yingjie Zhai', 'Xinghao Chen']	5	Poster	82	8	1614	222	0.0	1696	230	image; target; model; models; training	5	Computer Vision	0.8145	0.422	0.3991	10.74183964729309	0.0	10.74183964729309
2905	LLM Meeting Decision Trees on Tabular Data	LLM Meeting Decision Trees on Tabular Data	Hangting Ye, Jinmeng Li, He Zhao, Dandan Guo, Yi Chang	['Hangting Ye', 'Jinmeng Li', 'He Zhao', 'Dandan Guo', 'Yi Chang']	5	Poster	42	7	1685	239	0.0	1727	246	tabular; tabular data; data; llm; llms	14	Optimization & Training	0.5651	0.6209	0.2794	10.739428997039795	0.0	10.739428997039795
2672	Language‑Bias‑Resilient Visual Question Answering via Adaptive Multi‑Margin Collaborative Debiasing	Language‑Bias‑Resilient Visual Question Answering via Adaptive Multi‑Margin Collaborative Debiasing	Huanjia Zhu, Shuyuan Zheng, Yishu Liu, Sudong Cai, Bingzhi Chen	['Huanjia Zhu', 'Shuyuan Zheng', 'Yishu Liu', 'Sudong Cai', 'Bingzhi Chen']	5	Poster	99	9	1215	150	0.0	1314	159	multimodal; visual; language; models; theoretical	5	Computer Vision	0.7293	0.4827	0.3577	7.082846164703369	3.6	10.682846164703369
999	Contrastive Self-supervised Learning As Neural Manifold Packing	Contrastive Self-supervised Learning As Neural Manifold Packing	Guanming Zhang, David Heeger, Stefano Martiniani	['Guanming Zhang', 'David Heeger', 'Stefano Martiniani']	3	Poster	63	7	1611	216	0.0	1674	223	self; learning; function; problem; effectively	10	Deep Learning Architecture	0.5831	0.6437	0.2923	10.66756010055542	0.0	10.66756010055542
2647	Knowledge Graph Enhanced Generative Multi-modal Models for Class-Incremental Learning	Knowledge Graph Enhanced Generative Multi-modal Models for Class-Incremental Learning	Xusheng Cao, Haori Lu, Linlan Huang, Fei Yang, Xialei Liu, Ming-Ming Cheng	['Xusheng Cao', 'Haori Lu', 'Linlan Huang', 'Fei Yang', 'Xialei Liu', 'Ming-Ming Cheng']	6	Poster	85	9	1403	185	0.0	1488	194	knowledge; graph; learning; models; information	5	Computer Vision	0.7101	0.4964	0.3825	8.159774541854858	2.5	10.659774541854858
3785	Personalized Image Editing in Text-to-Image Diffusion Models via Collaborative Direct Preference Optimization	Personalized Image Editing in Text-to-Image Diffusion Models via Collaborative Direct Preference Optimization	Connor Dunlop, Matthew Zheng, Kavana Venkatesh, Pinar Yanardag Delul	['Connor Dunlop', 'Matthew Zheng', 'Kavana Venkatesh', 'Pinar Yanardag Delul']	4	Poster	109	12	1443	191	0.0	1552	203	image; models; neural; alignment; visual	4	Generative Models	0.6906	0.5315	0.3254	5.237593412399292	5.4	10.637593412399292
